,thumb_1,thumb_2,thumb_3,index_finger_1,index_finger_2,index_finger_3,middle_finger_1,middle_finger_2,middle_finger_3,ring_finger_1,ring_finger_2,ring_finger_3,pinky_1,pinky_2,pinky_3
angles for frame_0,34.385334944965976,39.111222515385776,10.249312418799317,25.477215555723003,6.749856562693028,2.955331499781761,7.534185291488019,3.8089381039155725,4.118003763723792,7.3791605022115885,3.4309430959968905,4.6274758565955345,19.548869258050978,6.539187270710679,5.493051996610223
angles for frame_1,32.33342720494568,39.00664012873359,14.057500566616032,26.08944424581329,6.942095210174098,4.289873580298308,9.351985050389725,3.0856538267625253,1.98417061773823,4.3948501021209685,3.388396411603442,2.4498147875527234,16.477889663087264,4.51812181277494,6.006091075596552
angles for frame_2,30.19302839429183,38.60350960286367,14.286152072163706,26.902759103113507,7.902963684966749,3.2647995045778258,11.261838478271955,2.0144792555794138,2.196350645335117,4.116931120631427,3.1860299819001003,2.8439800573096488,16.541289456899637,6.341934542072257,6.962810433190682
angles for frame_3,30.148563576660628,39.79681076508132,13.495977938186977,26.59151055593587,7.975730518817105,3.6700292987439918,11.413545158301108,3.1771789846867957,1.972856629866877,4.447982727554195,3.084548048177698,1.8991558898553533,15.279828718894779,6.290716359055854,6.239713576745063
angles for frame_4,30.25647533011971,39.05958251698847,14.554737759682295,26.915054589453803,7.927444947258647,2.4586048288687694,11.273320260994172,1.8786771302564045,2.335849167438672,4.301643183756454,3.8393383162085786,3.1800419637487463,16.143433974627243,7.406241300660868,7.148885622132465
angles for frame_5,31.349209034091036,38.639678180474675,14.966382088358081,26.759935464519447,6.946594719528161,2.7877482071689745,11.16298088300764,3.2345103021291637,1.3707035657457947,4.166827657454591,4.259849617862997,1.529707705230286,15.568559478505849,5.532112043256014,6.167615808835226
angles for frame_6,30.66927028790168,38.905388750410694,14.67420861811461,27.13566371341319,7.1769719364858435,2.7248593950393847,11.50398439519499,2.3283077019489333,2.1302000089851227,3.851632910241859,3.182525526424653,2.8723037318139437,16.464470021276565,6.4972786819170985,6.807999471429301
angles for frame_7,30.418615574946116,38.91355234865156,14.536681038618447,27.051606241268026,7.330354698145144,3.1562808904083686,11.507383190392312,2.2478465514210417,1.960163170820748,3.7782802789808767,3.2619587762039686,2.684616518255371,16.578924989451203,6.052303626561399,6.569650745839008
angles for frame_8,30.485930816880813,39.38871952879371,13.318333474097871,26.950436461526163,7.3724226617504875,2.71716045589463,11.517048997158064,2.215186265684756,2.0999889880443834,4.255370718653903,3.3699831104246467,2.917977939675461,16.556345419706883,6.469971020346801,6.721379308444655
angles for frame_9,30.809626723336695,39.40729237381245,14.787561633721603,25.952683514123947,8.417495889778989,3.216411123406568,11.087875932138028,3.130193284252321,2.194411355736208,4.464763517925448,3.4212984374973625,2.3776674488072054,15.322056328430017,6.819532313318289,6.782084946010091
angles for frame_10,30.373698158474685,39.01682313736154,14.5512916218164,27.085549476203052,7.2954235528487175,2.344735563322963,11.933916957075548,2.032079869811872,2.2360196556668406,4.340355845660608,3.7417393076135483,2.89776354340496,15.717530074064664,6.997059841791565,6.794965834659226
angles for frame_11,30.811267706176377,39.029120446756274,15.092384648239227,27.09656366095032,7.420622450580658,2.262665400607032,11.501100188729358,2.152010435637563,2.069991414909417,4.117073955849914,3.72573857980224,3.079277536300821,16.66397331929,7.181405020067573,6.708214670103347
angles for frame_12,31.033250040923456,38.16723660800421,15.598268688418985,26.964341034386855,8.452405658040036,2.740200611987152,11.298711170452153,1.838763407919643,2.1757604776216226,4.301409121457222,3.565788547272954,3.09668780974348,16.746281698791524,6.423273464226653,6.957263721399565
angles for frame_13,29.26110819728032,38.832718082315104,14.848529750051693,27.84773577853375,7.354736304283854,1.85742807027461,12.552528079713301,1.60566950819819,2.3399814168999935,3.7526187659705954,3.755147296117945,3.08001234742309,16.102845407354447,7.368078561887323,6.963878225105946
angles for frame_14,28.886810849136314,38.53285447418698,16.04647964442921,27.129584090652504,7.890882657047658,2.8609536627423764,11.929985723040192,1.8439607991061373,1.9645993866285705,4.277334501358584,3.331245043122948,3.179820793353506,15.765425802528144,7.020153126570028,7.378762799094608
angles for frame_15,30.151034875728435,38.27878328937597,14.82333821668932,26.77084444525028,7.773393936608161,3.733339927306491,11.105548863916201,2.40588373821055,2.31825773063805,4.00892173067067,3.279501620711486,2.239477446917453,16.178290228399415,7.0517931312395925,6.567873038368063
angles for frame_16,29.633234406453894,38.83104811898034,14.079863624852328,26.447098984424,7.781119444826436,3.3072316417759615,11.396839026163013,2.4620979069198423,1.8392472709996484,4.222744571414395,3.2403909314745527,2.281318327847767,15.871795988631005,6.935871776280489,6.223131343311131
angles for frame_17,30.046034136840955,38.738158860447626,15.138326377847772,27.171994834188197,7.924618294337168,3.050869910252914,11.587060125855919,2.463747480706444,2.432755662623874,4.06996048384062,3.139249456238919,2.7744020399793405,16.418891276820784,7.248028133302782,6.387030261077044
angles for frame_18,30.01500106076477,39.08688225890217,14.790761246708161,27.247727360835732,8.318160782384588,3.616488556324578,11.483138147195328,2.671250447158505,2.3852018453926895,3.8214457380116853,2.949559209539377,2.3238727444881815,16.257494082181932,7.068949084903241,6.21815484300789
angles for frame_19,30.4171535575773,39.153253256828016,14.131512072036813,27.851352616340517,7.063146201246871,3.2996962558871323,11.5728763389923,2.4422867337386363,2.502774653696505,3.4612458309383047,3.3936194353432105,2.81165395053754,16.991723843824584,7.3392351989072955,6.55506843894424
angles for frame_20,30.18656506967001,38.39427525888254,14.367156557182588,29.452010444890583,6.276947077097724,2.7918795940410805,12.916664153728123,1.8249562505990549,2.470752233146248,2.3560660671300577,2.928434875929551,2.9873602208459586,16.19195042504146,6.716034360253277,6.9369188489876
angles for frame_21,30.13585410190848,38.996090036700764,15.679725341689212,27.167876318104653,7.732578712152135,3.460213551399677,11.234999924589813,2.1536379507051753,2.510388111926227,3.495625297250163,3.311413061180208,2.9398756204109713,16.471958973160387,6.325564871459027,7.380750371874582
angles for frame_22,31.75091808687615,39.73848338886387,16.159830803003562,27.09664251135039,7.284288021662484,3.088478740870911,10.356908912106741,2.5146231287014915,1.693428347332038,3.3716956229569255,3.698608958612069,2.104368685814142,16.750356206295876,5.533300069589598,6.208794109074407
angles for frame_23,31.724997298475664,40.523649567377575,14.309409514953007,26.029356302068294,8.13543691203132,3.536663704941397,9.919511193979227,3.3477562737800777,1.8222024255730191,3.9406360336077655,4.173542232733225,1.9904112449397715,16.04485805379797,5.1842483851642935,6.465684659372039
angles for frame_24,32.02734120210941,39.12362637057608,14.55571022105182,26.879717279368858,7.974334373151692,3.770681813144626,10.65815604301398,2.550910964383061,1.6466246243347862,3.624117963547822,3.851442646417455,2.0858817441420365,15.804514562252722,5.301145419398787,6.888421988887068
angles for frame_25,31.33001649592212,39.26680528281894,13.714882917946804,26.65347766131598,7.366356951833809,2.43923689524851,10.774106347037593,2.5877485620898986,1.563418032332985,4.267464757272403,3.5905262999286367,2.4285626543762353,16.031512660841177,4.584296027476385,6.744720005729801
angles for frame_26,30.63921854285039,37.735467299635076,14.633003693095265,27.140438508031053,6.71668667142111,2.215686893578462,10.799325204759125,1.5634566091926136,2.1008389678096178,4.145040461302738,3.411017588884739,3.2281612169726763,17.161624507162646,5.406527103463998,7.70853982291914
angles for frame_27,30.275704919409367,39.24205227645318,13.334175908352965,27.104236964949227,7.755897201108992,3.847642375221172,10.775247340822727,2.353024231293177,2.271846209876827,3.729022211415305,3.164474055988024,2.4335306544448754,16.731844871414747,6.389797128221303,6.799849702946376
angles for frame_28,30.293849646089477,38.58813132020902,14.10912024937343,26.85766470183883,8.641508527124957,3.360009827792629,11.187223492472265,2.1551339507542098,1.9078941377924796,4.144508702063379,3.5456735456218444,2.5875265669719774,16.622539208318937,6.168031591294529,6.7503126832858085
angles for frame_29,29.758439593651595,38.13962753398885,14.158702304555979,25.65162989152725,7.869536504381312,3.7893115202873555,10.277288543649712,2.9075358845975954,1.8620733358933808,4.615222167519986,3.578340885289421,1.6272937197799997,16.528476278696065,6.072772528200961,6.377251822277716
angles for frame_30,30.60718373025657,38.83957956732862,14.921708470089705,27.218328985664623,7.743423273152663,2.5943917706648487,11.328577301593077,2.905889225724035,1.4717266061134553,3.633463791333839,3.9545616963242742,2.0086870689681833,15.641036475755035,6.410133434941789,6.296587422640671
angles for frame_31,29.628795081420783,37.79771559257289,15.078707949833065,26.851125695571586,7.912108861632103,2.835749324732227,11.714040185023215,2.0061552654906385,1.4975131005509634,4.084822195941695,3.970632416583745,2.235855012013224,16.018164874279687,6.4352340189243264,6.928207569879153
angles for frame_32,29.158062516384003,38.30888576699618,13.781232921913817,27.737062200494496,7.288736881454666,3.4820853493673676,12.164973337933937,1.817725650637256,2.0320552386960093,3.7445379040071938,3.4856249288767107,2.4038526428585376,15.717394665493611,6.870665156247767,7.017853574517752
